StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,MotionTiming_First Click,MotionTiming_Last Click,MotionTiming_Page Submit,MotionTiming_Click Count,MCB_1,MRB_1,BCheck1,BCheck1_DO,BCheck2,BCheck3,BaTiming_First Click,BaTiming_Last Click,BaTiming_Page Submit,BaTiming_Click Count,BCB_1,BRB_1,Check1,Check2,Feedback,BridgeTime_First Click,BridgeTime_Last Click,BridgeTime_Page Submit,BridgeTime_Click Count,TCB_1,TRB_1,TCheck1,TCheck1,Feedback,Gender,Gender_4_TEXT,Age,Eth,Race,Story,FL_22_DO,FL_28_DO,FL_36_DO,FL_40_DO,Motiondetectorblock_DO,Batteryblock_DO,Trainblock_DO
1/23/2019 16:32,1/23/2019 16:35,IP Address,,100,181,TRUE,1/23/2019 16:35,R_2XdjHPMFS1fEPBq,,,,,,,anonymous,EN,Yes,0,0,35.757,0,52,51,Neither Billy nor Suzy,Neither Billy nor Suzy|Both Billy and Suzy|Billy|Suzy,1 or more,they came to the room ,,,,,,,,,,,,,,,,,,,Female,,35,No,Asian,Motion,FL_23,MotionCause|MotionRelevant,,,DNSB|MotionTiming,,
1/23/2019 16:32,1/23/2019 16:35,IP Address,,100,201,TRUE,1/23/2019 16:35,R_31BmlR0bSs10ENJ,,,,,,,anonymous,EN,Yes,3.184,31.252,51.615,2,100,100,Neither Billy nor Suzy,Billy|Neither Billy nor Suzy|Suzy|Both Billy and Suzy,2 or more,"If only Suzy had been there, the detector would not have gone off. ",,,,,,,,,,,,,,,,,,,Female,,38,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,CNSB|MotionTiming,,
1/23/2019 16:32,1/23/2019 16:35,IP Address,,100,168,TRUE,1/23/2019 16:35,R_3qjuxB1KvnVr7le,,,,,,,anonymous,EN,Yes,,,,,,,,,,,3.361,3.361,29.222,1,8,100,Billy,One,Billy didn't need to steal the second battery because Suzy was already buying one. ,,,,,,,,,,Female,,29,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDVSB|BaTiming,
1/23/2019 16:32,1/23/2019 16:35,IP Address,,100,190,TRUE,1/23/2019 16:35,R_1dENppz8yjo5vmJ,,,,,,,anonymous,EN,Yes,0,0,28.013,0,0,0,Neither Billy nor Suzy,Both Billy and Suzy|Billy|Suzy|Neither Billy nor Suzy,2 or more,"The motion detector went off due to the presence of both people. Neither person can therefore be blamed, as without the presence of the other at the same time, the detector would not have gone off. Both parties had to be there at the same time, so neither could have come later.",,,,,,,,,,,,,,,,,,,Female,,23,No,White,Motion,FL_23,MotionCause|MotionRelevant,,,CNBS|MotionTiming,,
1/23/2019 16:33,1/23/2019 16:35,IP Address,,100,109,TRUE,1/23/2019 16:35,R_1l0Qhe4B9R7dMow,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,21.776,0,60,100,Neither Billy nor Suzy,Two,"If he hadn't purchased the battery, the car wouldn't have started, but Suzy also had to purchase a battery for the car to start.",,,,,,,,,,Female,,42,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaCNSB|BaTiming,
1/23/2019 16:32,1/23/2019 16:35,IP Address,,100,185,TRUE,1/23/2019 16:35,R_1r1dvBPSFWR53ge,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,38.145,0,4,19,Neither Billy nor Suzy,One,Without Billy's battery the car would have started with the one Suzy bought,,,,,,,,,,Female,,70,No,Asian,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDVSB|BaTiming,
1/23/2019 16:33,1/23/2019 16:35,IP Address,,100,161,TRUE,1/23/2019 16:35,R_24hInqKQG8fSQFf,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,26.54,0,100,100,Neither Billy nor Suzy,Two,"He contributed only 50%, but his contribution was essential to the starting of the car. Without the Bartlett battery he purchased, the car wouldn't have started. ",,,,,,,,,,Female,,65,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaCNSB|BaTiming,
1/23/2019 16:32,1/23/2019 16:35,IP Address,,100,194,TRUE,1/23/2019 16:35,R_2RPq9EkLxFP8Cgy,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,37.036,0,100,100,Billy,Two,"Billy provided the second battery for the car, so he met the last requirement for the car to start. Without the battery he stole, the car would not have started at that time.",,,,,,,,,,Male,,23,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaCVSB|BaTiming,
1/23/2019 16:33,1/23/2019 16:35,IP Address,,100,124,TRUE,1/23/2019 16:35,R_1rONskJT3StDyFw,,,,,,,anonymous,EN,Yes,10.074,31.16,39.558,2,100,79,Neither Billy nor Suzy,Both Billy and Suzy|Neither Billy nor Suzy|Billy|Suzy,1 or more,He might have been the one to trigger the alarm ,,,,,,,,,,,,,,,,,,,Male,,37,Yes,White,Motion,FL_23,MotionCause|MotionRelevant,,,DNBS|MotionTiming,,
1/23/2019 16:32,1/23/2019 16:35,IP Address,,100,212,TRUE,1/23/2019 16:35,R_2WBgZMXd63YaM7I,,,,,,,anonymous,EN,Yes,,,,,,,,,,,41.105,49.666,51.454,2,52,45,Neither Billy nor Suzy,One,I put slightly above 50 because he was responsible for getting one battery but Suzy was just as responsible for getting the car to start too.,,,,,,,,,,Female,,25,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDNBS|BaTiming,
1/23/2019 16:32,1/23/2019 16:35,IP Address,,100,215,TRUE,1/23/2019 16:35,R_3elvpvN7NZELCTx,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,33.899,0,100,0,Neither Billy nor Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.","If he would've stopped, the bridge would not have collapsed.",Male,,24,No,Asian,Train,FL_26,,,TrainCause|TrainRelevance,,,TDNSB|BridgeTime
1/23/2019 16:34,1/23/2019 16:35,IP Address,,100,91,TRUE,1/23/2019 16:36,R_2WOO4J9fVkIxxCU,,,,,,,anonymous,EN,Yes,,,,,,,,,,,1.449,1.645,29.034,2,51,51,Neither Billy nor Suzy,One,"It wasn't just Billy, it was both of them.",,,,,,,,,,Female,,29,No,Asian,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaDNSB|BaTiming,
1/23/2019 16:33,1/23/2019 16:36,IP Address,,100,135,TRUE,1/23/2019 16:36,R_8fioaOiVNnqdJU5,,,,,,,anonymous,EN,Yes,0,0,17.55,0,51,60,Neither Billy nor Suzy,Suzy|Neither Billy nor Suzy|Billy|Both Billy and Suzy,2 or more,The fact that it took two people to set it off and they showed up at the same time. ,,,,,,,,,,,,,,,,,,,Female,,33,No,White,Motion,FL_23,MotionCause|MotionRelevant,,,CNSB|MotionTiming,,
1/23/2019 16:32,1/23/2019 16:36,IP Address,,100,196,TRUE,1/23/2019 16:36,R_26aIRBHL0t27nCR,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,16.633,0,51,50,Neither Billy nor Suzy,Either train is heavy enough on its own to break the bridge.,He's a jerk for driving but at the same time they were both on the bridge at the same time.,Male,,34,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TDVSB|BridgeTime
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,100,TRUE,1/23/2019 16:36,R_21t9AAYG8oxUxmj,,,,,,,anonymous,EN,Yes,0,0,14.101,0,50,100,Billy,Both Billy and Suzy|Billy|Suzy|Neither Billy nor Suzy,2 or more,"He didn't cause the motion detector to go off on his own, it went off because they were both there. If just he had gone through, it wouldn't have gone off. ",,,,,,,,,,,,,,,,,,,Female,,26,No,White,Motion,FL_23,MotionCause|MotionRelevant,,,CVSB|MotionTiming,,
1/23/2019 16:32,1/23/2019 16:36,IP Address,,100,206,TRUE,1/23/2019 16:36,R_1g5QFvPMGq151QR,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,27.291,0,0,40,Billy,Either train is heavy enough on its own to break the bridge.,"Granted, by ignoring the signal Billy did something wrong, however the bridge would have collapsed irregardless of Billy's actions.",Male,,28,No,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TDVSB|BridgeTime
1/23/2019 16:35,1/23/2019 16:36,IP Address,,100,46,TRUE,1/23/2019 16:36,R_XonBDoRv6CE596N,,,,,,,anonymous,EN,Yes,0,0,0.976,0,84,70,Billy,Billy|Suzy|Both Billy and Suzy|Neither Billy nor Suzy,1 or more,It seemed easy and the explanation was simple enough for me.,,,,,,,,,,,,,,,,,,,Male,,32,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,DNBS|MotionTiming,,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,80,TRUE,1/23/2019 16:36,R_2sYGGnObWsjzzO3,,,,,,,anonymous,EN,Yes,0,0,9.207,0,51,53,Neither Billy nor Suzy,Suzy|Neither Billy nor Suzy|Billy|Both Billy and Suzy,1 or more,I was fairly neutral as I had no way to determine who set it off.,,,,,,,,,,,,,,,,,,,Female,,29,No,White,Motion,FL_23,MotionCause|MotionRelevant,,,DNSB|MotionTiming,,
1/23/2019 16:33,1/23/2019 16:36,IP Address,,100,133,TRUE,1/23/2019 16:36,R_a3PVNuK99Wn81Md,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0.991,0.991,27.526,1,50,51,Both Billy and Suzy,Two,Billy bought the first necessary battery.,,,,,,,,,,Female,,30,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaCNBS|BaTiming,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,91,TRUE,1/23/2019 16:36,R_1qVe6fwS1HgY9Bg,,,,,,,anonymous,EN,Yes,3.635,4.394,23.178,2,100,62,Neither Billy nor Suzy,Billy|Neither Billy nor Suzy|Both Billy and Suzy|Suzy,1 or more,It would have went off even if he went in the room by himself.,,,,,,,,,,,,,,,,,,,Male,,33,No,White,Motion,FL_23,MotionCause|MotionRelevant,,,DNBS|MotionTiming,,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,93,TRUE,1/23/2019 16:36,R_1o6eReQVqImT3fY,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,14.578,0,66,82,Both Billy and Suzy,Two,It just seemed like it was his fault.,,,,,,,,,,Female,,36,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaCVSB|BaTiming,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,120,TRUE,1/23/2019 16:36,R_1ODpqu05m835DIw,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,2.734,29.823,33.189,5,91,100,Billy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.","A basic standard of driving any vehicle is adhering to the rules of the road, one being traffic lights.  Suzy obeyed hers and Billy did not.",Male,,46,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TCVBS|BridgeTime
1/23/2019 16:28,1/23/2019 16:36,IP Address,,100,437,TRUE,1/23/2019 16:36,R_O0W4Shz05EHjfZ7,,,,,,,anonymous,EN,Yes,,,,,,,,,,,145.254,145.254,145.834,1,50,81,Billy,One,"They both got a battery in the end so both were responsible for the car to start. The car needed only one battery, therefore, I was split in my decision.",,,,,,,,,,Female,,47,No,Black or African American,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDVSB|BaTiming,
1/23/2019 16:29,1/23/2019 16:36,IP Address,,100,381,TRUE,1/23/2019 16:36,R_3R7swoBLHvlZJGv,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,3.684,73.6,77.014,4,62,38,Neither Billy nor Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",The fact that they both played an equal part in the incident that did not know was a possibility. I was going to put the same number for Suzy because I thought it would be the next question but it was not. Neither had any idea the bridge was bad so it was not either ones fault in particularly.,Female,,32,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TCNSB|BridgeTime
1/23/2019 16:33,1/23/2019 16:36,IP Address,,100,180,TRUE,1/23/2019 16:36,R_1dsQtGuO9Ez0u8g,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,40.702,0,51,80,Neither Billy nor Suzy,Two,The car needed two batteries.  Both Billy and Suzy bought batteries.  How could you think there was something wrong???,,,,,,,,,,Female,,55,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaCNBS|BaTiming,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,140,TRUE,1/23/2019 16:36,R_2eQpJMnU2l4Vxd7,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,32.855,0,100,91,Both Billy and Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",Both Bill and Suzy made the bridge collapse so they are both equally to blame.,Female,,38,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TCNSB|BridgeTime
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,120,TRUE,1/23/2019 16:36,R_PUpdGfc4OAv8EFz,,,,,,,anonymous,EN,Yes,0,0,12.287,0,70,81,Neither Billy nor Suzy,Neither Billy nor Suzy|Suzy|Billy|Both Billy and Suzy,2 or more,He was at least part of the reason the motion detector went off.,,,,,,,,,,,,,,,,,,,Female,,24,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,CNSB|MotionTiming,,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,133,TRUE,1/23/2019 16:36,R_3L6m8NLTQlCGp3c,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,30.452,0,93,97,Billy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",He ignored his red signal and crossed the bridge.,Female,,31,Yes,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TCVSB|BridgeTime
1/23/2019 16:33,1/23/2019 16:36,IP Address,,100,168,TRUE,1/23/2019 16:36,R_1N9XEa4r16B6UpZ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,1.522,9.566,30.536,4,62,88,Billy,Two,Billy got the second battery which meant that the car could start. ,,,,,,,,,,Male,,30,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaCVBS|BaTiming,
1/23/2019 16:32,1/23/2019 16:36,IP Address,,100,212,TRUE,1/23/2019 16:36,R_2EBhLLSDq3wvtCZ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,42.655,0,81,100,Billy,Either train is heavy enough on its own to break the bridge.,"Billy wasn't paying attention to his part of the train, which now caused suzy to break the bridge as well.",Male,,30,No,American Indian/Alaskan Native,Train,FL_26,,,TrainCause|TrainRelevance,,,TDVSB|BridgeTime
1/23/2019 16:33,1/23/2019 16:36,IP Address,,100,163,TRUE,1/23/2019 16:36,R_cRMvpXCaSIv3QE9,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,26.868,0,91,92,Billy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.","His light was red, so he was the one that was supposed to stop so the other train could go. If he had done that, this wouldn't have happened.",Female,,45,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TCVBS|BridgeTime
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,137,TRUE,1/23/2019 16:36,R_2fk6JRgcUjmdJBy,,,,,,,anonymous,EN,Yes,,,,,,,,,,,29.226,29.226,30.1,1,100,69,Billy,Two,"I agree because he was the one who got the physical battery. Although, I don't agree with how he got it.",,,,,,,,,,Male,,20,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaCVSB|BaTiming,
1/23/2019 16:33,1/23/2019 16:36,IP Address,,100,167,TRUE,1/23/2019 16:36,R_2xxyuygVLkJ23oF,,,,,,,anonymous,EN,Yes,0,0,33.206,0,4,85,Billy,Both Billy and Suzy|Suzy|Neither Billy nor Suzy|Billy,2 or more,Billy had to be there with another person for the detector to go off.,,,,,,,,,,,,,,,,,,,Female,,53,No,White,Motion,FL_23,MotionCause|MotionRelevant,,,CVBS|MotionTiming,,
1/23/2019 16:32,1/23/2019 16:36,IP Address,,100,255,TRUE,1/23/2019 16:36,R_3fPmSdmkXDJlwRU,,,,,,,anonymous,EN,Yes,0,0,10.313,0,73,73,Neither Billy nor Suzy,Suzy|Billy|Both Billy and Suzy|Neither Billy nor Suzy,2 or more,Given the fact that the motion sensor would go off if two or more people entered,,,,,,,,,,,,,,,,,,,Male,,22,No,White,Motion,FL_23,MotionCause|MotionRelevant,,,CNBS|MotionTiming,,
1/23/2019 16:33,1/23/2019 16:36,IP Address,,100,182,TRUE,1/23/2019 16:36,R_6lh8N8ziYgENQQ1,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,39.273,0,0,100,Billy,Two,They needed 2 batteries so if suzy didnt buy the other battery they wouldnt have been able to start the car.,,,,,,,,,,Female,,44,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaCVBS|BaTiming,
1/23/2019 16:30,1/23/2019 16:36,IP Address,,100,360,TRUE,1/23/2019 16:36,R_2D7eCfMepOrbith,,,,,,,anonymous,EN,Yes,6.737,14.817,45.986,2,0,0,Billy,Billy|Suzy|Neither Billy nor Suzy|Both Billy and Suzy,1 or more,"The motion detector was set to go off if even one person entered the room so it didn't matter if that person was Billy, Suzy, or both of them; either way the motion detector was going to go off. Whether or not Billy followed his orders to stay home, the outcome is the same; the motion detector is triggered.",,,,,,,,,,,,,,,,,,,Male,,22,No,"White,Unknown/Other",Motion,FL_23,MotionCause|MotionRelevant,,,DVBS|MotionTiming,,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,134,TRUE,1/23/2019 16:36,R_3hbAX42z4RvhPUj,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,17.87,0,71,69,Neither Billy nor Suzy,Two,HE WAS NOT THE ONE THAT GOT THE BATTERY,,,,,,,,,,Male,,22,,American Indian/Alaskan Native,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaCVBS|BaTiming,
1/23/2019 16:33,1/23/2019 16:36,IP Address,,100,215,TRUE,1/23/2019 16:36,R_32WINlatUpTS5Al,,,,,,,anonymous,EN,Yes,0,0,25.985,0,0,0,Neither Billy nor Suzy,Both Billy and Suzy|Billy|Suzy|Neither Billy nor Suzy,2 or more,Both workers were told to be there at the same time. As such Billy cannot be blamed.,,,,,,,,,,,,,,,,,,,Male,,30,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,CNBS|MotionTiming,,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,106,TRUE,1/23/2019 16:36,R_2zzM6UIB57arvHF,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,28.011,0,50,62,Billy,One,There is no way to know who caused the car to start. It could have been either of the batteries.,,,,,,,,,,Female,,36,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaDVSB|BaTiming,
1/23/2019 16:32,1/23/2019 16:36,IP Address,,100,224,TRUE,1/23/2019 16:36,R_24plHy5UkhyAB0O,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,28.261,0,87,100,Billy,One,"Billy caused it, but so did Suzy.  They both caused it independently.  It's the manner in which they did so that is at issue, imo.",,,,,,,,,,Male,,46,No,"Black or African American,White,More than one Race",Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDVBS|BaTiming,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,129,TRUE,1/23/2019 16:36,R_3nxbfm7vl8JvTCE,,,,,,,anonymous,EN,Yes,0,0,21.098,0,100,100,Billy,Both Billy and Suzy|Billy|Suzy|Neither Billy nor Suzy,2 or more,Billy and Suzy were both given clear instructions about who was to come at 9 and who was not to come; Suzy listened and Billy did not.  ,,,,,,,,,,,,,,,,,,,Male,,33,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,CVBS|MotionTiming,,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,128,TRUE,1/23/2019 16:36,R_1rwf2N5W1MuYU9e,,,,,,,anonymous,EN,Yes,18.958,18.958,19.291,1,51,95,Neither Billy nor Suzy,Billy|Both Billy and Suzy|Suzy|Neither Billy nor Suzy,2 or more,i think either made it go off because if both suzy and billy were there at the same time someone else must have set the trigger off,,,,,,,,,,,,,,,,,,,Female,,23,Yes,White,Motion,FL_23,MotionRelevant|MotionCause,,,CVSB|MotionTiming,,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,161,TRUE,1/23/2019 16:36,R_3OkXrVJhvHlxTJv,,,,,,,anonymous,EN,Yes,0,0,27.558,0,92,51,Neither Billy nor Suzy,Billy|Neither Billy nor Suzy|Both Billy and Suzy|Suzy,1 or more,"Both billy and Suzy caused the detector to go off, so billy did partly cause it.",,,,,,,,,,,,,,,,,,,Female,,34,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,DNSB|MotionTiming,,
1/23/2019 16:34,1/23/2019 16:36,IP Address,,100,151,TRUE,1/23/2019 16:36,R_e5v6MBDGi5k8Bgd,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,21.917,0,0,100,Billy,Two,Only one battery was necessary to start the car. Suzy's purchase of the battery was the only battery necessary for the car to start.,,,,,,,,,,Male,,44,No,Black or African American,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaDVSB|BaTiming,
1/23/2019 16:32,1/23/2019 16:36,IP Address,,100,254,TRUE,1/23/2019 16:36,R_2agD3dByokydzZc,,,,,,,anonymous,EN,Yes,0,0,1.864,0,79,81,Billy,Both Billy and Suzy|Billy|Suzy|Neither Billy nor Suzy,2 or more,The billy as caused for detector motion  ,,,,,,,,,,,,,,,,,,,Male,,30,Yes,Black or African American,Motion,FL_23,MotionCause|MotionRelevant,,,DNBS|MotionTiming,,
1/23/2019 16:28,1/23/2019 16:37,IP Address,,100,532,TRUE,1/23/2019 16:37,R_2By2pM2wsFsblGV,,,,,,,anonymous,EN,Yes,24.205,68.021,84.287,3,91,91,Neither Billy nor Suzy,Suzy|Billy|Both Billy and Suzy|Neither Billy nor Suzy,2 or more,Billy and Suzy's boss instructed both of them to be there at 9 AM. Perhaps this was a test to make sure that the new system worked?,,,,,,,,,,,,,,,,,,,Female,,70,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,CNBS|MotionTiming,,
1/23/2019 16:26,1/23/2019 16:37,IP Address,,100,651,TRUE,1/23/2019 16:37,R_3JwTBRCsuKFaNKO,,,,,,,anonymous,EN,Yes,0,0,25.999,0,73,64,Both Billy and Suzy,Both Billy and Suzy|Neither Billy nor Suzy|Suzy|Billy,1 or more,"I made my decision based on the information and details that were given, ",,,,,,,,,,,,,,,,,,,Female,,24,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,DVBS|MotionTiming,,
1/23/2019 16:35,1/23/2019 16:37,IP Address,,100,112,TRUE,1/23/2019 16:37,R_r1Jk9WAwfzLWGKl,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,21.761,0,100,100,Neither Billy nor Suzy,One,"Billy did cause the car to start since he bought a battery, but the other person did just as much to start the car also since they bought a battery also.",,,,,,,,,,Male,,23,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDNSB|BaTiming,
1/23/2019 16:34,1/23/2019 16:37,IP Address,,100,171,TRUE,1/23/2019 16:37,R_3RlpTzJPdil2CLC,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,1.523,1.523,44.314,1,30,98,Billy,Either train is heavy enough on its own to break the bridge.,"Billy did not heed his red light true, but the bridge would have collapsed anyway when Suzy drove onto it per her green light.",Female,,64,No,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TDVBS|BridgeTime
1/23/2019 16:33,1/23/2019 16:37,IP Address,,100,213,TRUE,1/23/2019 16:37,R_0BNDLq9YDiDkwvf,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,30.9,0,61,100,Billy,Either train is heavy enough on its own to break the bridge.,"The weight of his train contributed to the collapse, but it would have collapsed anyway with just Suzy's train",Male,,60,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TDVBS|BridgeTime
1/23/2019 16:28,1/23/2019 16:37,IP Address,,100,514,TRUE,1/23/2019 16:37,R_24bacihSKVMBhVn,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,2.6,2.968,424.379,2,51,94,Both Billy and Suzy,Either train is heavy enough on its own to break the bridge.,I think they both caused the bridge to collapse EQUALLY. ,Female,,32,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TDNBS|BridgeTime
1/23/2019 16:33,1/23/2019 16:37,IP Address,,100,221,TRUE,1/23/2019 16:37,R_3fDBCnkVH61Oepu,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,35.469,0,76,24,Neither Billy nor Suzy,One,"Intent, Suzy was in a store that sold the batteries, Billy just stumbled upon one at a friend's house.",,,,,,,,,,Male,,54,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDNBS|BaTiming,
1/23/2019 16:34,1/23/2019 16:37,IP Address,,100,191,TRUE,1/23/2019 16:37,R_1pDNo8gspwbuCAs,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,37.746,0,50,76,Neither Billy nor Suzy,One,"The bigger question would be, ""Where did the original batteries go?""",,,,,,,,,,Male,,37,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDNBS|BaTiming,
1/23/2019 16:32,1/23/2019 16:37,IP Address,,100,266,TRUE,1/23/2019 16:37,R_wSnvhvfe3wL60AF,,,,,,,anonymous,EN,Yes,,,,,,,,,,,18.45,28.327,30.991,2,100,52,Neither Billy nor Suzy,One,Because billy had a battery to,,,,,,,,,,Female,,20,No,Black or African American,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaDNSB|BaTiming,
1/23/2019 16:34,1/23/2019 16:37,IP Address,,100,168,TRUE,1/23/2019 16:37,R_2fvtMkPPsfvd8Wo,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,53.172,0,0,93,Billy,One,Billy's actions were unnecessary. Suzy legally purchased a battery and the car only requires one battery to start.,,,,,,,,,,Male,,29,No,Black or African American,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDVBS|BaTiming,
1/23/2019 16:35,1/23/2019 16:37,IP Address,,100,126,TRUE,1/23/2019 16:37,R_31LwRb45StR1CSF,,,,,,,anonymous,EN,Yes,,,,,,,,,,,9.223,43.491,52.292,9,100,100,Neither Billy nor Suzy,Two,He lent his friend a battery,,,,,,,,,,Female,,23,No,Asian,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaCNSB|BaTiming,
1/23/2019 16:33,1/23/2019 16:37,IP Address,,100,239,TRUE,1/23/2019 16:37,R_3lFWF1c5kjej9so,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,15.495,26.291,33.062,5,0,0,Neither Billy nor Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",Billy was just doing his job. It wasn't his fault that the bridge collapsed.The bridge was not as sturdy as it should have been.,Female,,51,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TCNBS|BridgeTime
1/23/2019 16:33,1/23/2019 16:37,IP Address,,100,226,TRUE,1/23/2019 16:37,R_1OkOFt6xXdOfjdK,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,19.647,28.859,38.882,2,51,100,Both Billy and Suzy,Either train is heavy enough on its own to break the bridge.,"They both drove onto the bridge at the same time so they both are responsible, 50/50.",Male,,39,No,Black or African American,Train,FL_26,,,TrainRelevance|TrainCause,,,TDNSB|BridgeTime
