ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Captcha,instr,Conform,Conform_time_1,Conform_time_2,Conform_time_3,Conform_time_4,ProfManip,LeverManip,control,altTime_1,altTime_2,altTime_3,altTime_4,outcomeChange,Agent_cause_8,Object_cause_8,control1_1,control1_2,control1_3,control2_1,control2_2,control2_3,Sex,Age,Eth,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,DO-BL-Manipulation,DO-BL-CausationQuestions,DO-Q-Conform,LocationLatitude,LocationLongitude,LocationAccuracy
R_1rdAknWYAFpt3E3,Default Response Set,Anonymous,,,,0,1/20/2017 12:58,1/20/2017 13:02,1,1,1,1,1,0,0,81.269,0,"Professor Smith could have brought his own pencil. If he had done this instead, the student would have been able to get the last pencil.",,,25.073,25.073,74.159,1,18,70,1,1,1,,1,1,,1,25,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_33fo3KW16uOHKM8,Default Response Set,Anonymous,,,,0,1/20/2017 12:58,1/20/2017 13:02,1,1,1,1,1,0,0,64.304,0,Professor Smith could have brought a pencil from home. A student would have a pencil for the test if Professor Smith brought a pencil.,,,26.43,96.248,109.027,6,18,50,0,1,1,,1,1,,2,35,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2bZgRWkddoPrf1F,Default Response Set,Anonymous,,,,0,1/20/2017 13:07,1/20/2017 13:09,1,1,1,1,1,0,0,46.331,0,,,A supply dispensing machine gives two people pencils but then runs out. The next person to need a pencil was in trouble.,3.872,3.872,35.442,1,,0,0,1,1,,1,1,,1,33,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1P62N8BnjpJxLxg,Default Response Set,Anonymous,,,,0,1/20/2017 13:06,1/20/2017 13:11,1,1,1,1,1,0,0,105.099,0,,I am not real sure what you are asking. If it had malfunctioned he either would not get the pencil or it would have broken I guess.,,16.162,16.162,43.129,1,17,31,35,1,1,,1,1,,1,39,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_NX9rp7krGUOp5AJ,Default Response Set,Anonymous,,,,0,1/20/2017 13:06,1/20/2017 13:11,1,1,1,1,1,0,0,164.693,0,"The other person in front of the professor could have used the white lever. After witnessing the machine breaking the pencil, he might decide to not use it as well. Thus, leaving the remaining pencil for the student following them. ",,,0.93,16.596,78.603,2,18,0,0,1,1,,1,1,,2,29,2,,1,,,,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_27dsp1Dxr1ybQHJ,Default Response Set,Anonymous,,,,0,1/20/2017 13:06,1/20/2017 13:13,1,1,1,1,1,0,0,68.32,0,,If the red lever had not produced a pencil then both the professor and the assistant would not have gotten a pencil in the first try. Either the assistant would try again and get the pencil or the student that came after would get the pencil that was left. ,,23.328,23.328,142.09,1,17,0,0,1,1,,1,1,,2,32,2,,,,1,,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1jUG1r0ji87ZgbU,Default Response Set,Anonymous,,,,0,1/20/2017 13:12,1/20/2017 13:14,1,1,1,1,1,17.831,18.454,32.022,2,,"If the red lever had not produced a pencil, the professor would have had to pressed the black lever which would produce a pencil and a eraser, but break the pencil. I think that the professor should have pencils on hand in the testing room so that they do not need to rely on the vending machine. Additionally, students should come prepared to class with their own school supplies.",,5.109,16.484,66.616,3,17,31,60,,1,,1,,,2,23,2,,1,,,,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2v6Bwh1KO6VnmMy,Default Response Set,Anonymous,,,,0,1/20/2017 13:11,1/20/2017 13:15,1,1,1,1,1,0,0,11.123,0,"Someone somewhere has a pencil stashed away because they can see how prohibitive and just silly having a vending machine for office supplies really is. So lets say Smith didn't take a pencil, and just walked down the hallway to the janitors closet where someone had a fresh stash of HB-2's. Doesn't that sound way better than a machine and levers and all kinds of confusion?",,,1.041,157.461,174.734,5,16,35,62,,1,,1,,,1,32,2,,,,1,,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2tnWyqyNmooDXjm,Default Response Set,Anonymous,,,,0,1/20/2017 13:11,1/20/2017 13:17,1,1,1,1,1,0,0,64.654,0,,"When pulling both the red and the black levers at the same time, the vending machine may have gotten confused and not dispensed both pencils. If the black lever were pulled just slightly ahead of the red lever, the pencil from the red lever would not have dispensed or been jammed. If the red lever did not produce the pencil as expected, the student that needed a pencil later would have had one available for his use.",,2.876,2.876,169.882,1,18,6,6,1,1,,1,1,,2,58,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1CEe1UsrnBv2hee,Default Response Set,Anonymous,,,,0,1/20/2017 13:14,1/20/2017 13:18,1,1,1,1,1,2.976,13.128,86.783,3,"Professor Smith could have brought his own pencils. This being true, he would have one for him and extra others.",,,1.513,1.513,87.715,1,18,0,0,1,1,,1,1,,1,57,1,1,,,,,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_29pn1CAkL62VFoV,Default Response Set,Anonymous,,,,0,1/20/2017 13:18,1/20/2017 13:19,1,1,1,1,1,2.172,2.658,3.681,2,The student in need would have been able to get a pencil. It would have avoided a bad situation. ,,,1.027,69.801,70.089,5,18,71,45,1,1,,1,1,,2,22,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2akSFMZDjEsBV5z,Default Response Set,Anonymous,,,,0,1/20/2017 13:17,1/20/2017 13:19,1,1,1,1,1,0,0,16.715,0,,,"There is a vending machine for school supplies.  Two professors walked by, both needing pencils, and they got them.  As it turned out, they were the last two pencils in the machine.  A student then approached the machine looking to buy a pencil, but it was empty.",4.013,4.013,95.562,1,,0,0,1,1,,1,1,,1,37,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_30qMKVMoGgeLkRo,Default Response Set,Anonymous,,,,0,1/20/2017 13:18,1/20/2017 13:22,1,1,1,1,1,8.786,12.302,45.582,3,,,"A university department has a vending machine that dispenses pencils successfully but doesn't work right when dispensing erasers. Most of the people in the department are aware of the problem, but a new person attempting to use the machine doesn't know its quirks.",2.467,125.921,128.826,8,,0,0,1,1,,1,1,,2,57,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_25yeNzXY5eVjIER,Default Response Set,Anonymous,,,,0,1/20/2017 13:06,1/20/2017 13:23,1,1,1,1,1,0,0,562.446,0,"If Professor Smith wouldn't have taken a pencil, there would be one left for the student at the end. Since the machine is usually always stocked and the professor didn't know about the malfunction, it's not anyone's fault. He could've had his assistant take a pencil and take notes, but there was no way of knowing there'd be none left. The malfunction needs to be fixed.",,,2.87,2.87,244.132,1,17,15,,1,1,,1,1,,1,35,1,,,,,1,1,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3Gs4J9rgFHOVjQH,Default Response Set,Anonymous,,,,0,1/20/2017 13:19,1/20/2017 13:24,1,1,1,1,1,0,0,74.069,0,,,"The professor and administrative assistant took the last 2 remaining pencils from the vending machine.  A student, who desperately needed a pencil for a test, found himself out of luck because the machine was empty.  It was impossible to tell from the story whether the professor and administrative assistant were aware the machine was empty.  If they were, they were very negligent in taking the last pencils or not ensuring the machine was refilled.",2.272,154.728,155.283,3,,0,0,1,1,,1,1,,1,62,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1n6Le7o9n6EJbbb,Default Response Set,Anonymous,,,,0,1/20/2017 13:21,1/20/2017 13:25,1,1,1,1,1,55.245,55.887,143.219,2,He could have decided to not get a pencil at all. Then the student would be able to get a pencil for himself.,,,22.65,22.65,39.834,1,19,12,12,1,1,,1,1,,1,30,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3ncoIUwXtS45zXD,Default Response Set,Anonymous,,,,0,1/20/2017 13:23,1/20/2017 13:26,1,1,1,1,1,0,0,52.747,0,,"If the red lever had not produced a pencil, it would have left a pencil for the person who actually needed it.  This beats the whole purpose of the machine.  The machine needs to be fixed.",,17.241,17.241,51.723,1,19,28,54,1,1,,1,,,1,,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_29p5z6fGEKQv0ig,Default Response Set,Anonymous,,,,0,1/20/2017 13:18,1/20/2017 13:27,1,1,1,1,1,0,0,178.004,0,,"If the red lever was manufactured the same as the white lever, then it probably would have malfunctioned when the administrative assistant and the professor went to get pencils. The administrative assistant would have got a pencil and the professor would have had to go else where to find a pencil. Then the student would have seen that there is one more pencil and pulled the red lever. Now, the student probably would have got that last pencil or not because the red lever could have malfunctioned again.",,36.466,36.466,213.791,1,17,9,7,1,1,,1,1,,1,28,1,,,,,,,1,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3ke759BaH9kH4Ta,Default Response Set,Anonymous,,,,0,1/20/2017 13:25,1/20/2017 13:28,1,1,1,1,1,0,0,27.983,0,"They said that he could, so what's the problem? If he hadn;t taken it, the student might have had it",,,1.242,1.242,101.813,1,17,9,7,1,1,,1,1,,1,34,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_9Boq4adPshNPRaV,Default Response Set,Anonymous,,,,0,1/20/2017 13:20,1/20/2017 13:28,1,1,1,1,1,0,0,65.497,0,,,"A philosophy department at a small college has a vending machine that dispenses pencils and erasers. One of the levers frequently malfunctions, causing it to give an eraser and break the pencil in the process. A newly hired professor was told he could take pencils and erasers from the machine. He wasn't told about the malfunction. One morning the professor and a colleague went to get pencils from the machine. One pulled a red lever and the other a black lever at the same time. They both got a pencil. These were the last two pencils of the machine. The next student who came by who desperately needed a pencil for a test, couldn't get one from it as a result.      ",1.11,299.842,301.575,22,,10,20,1,1,,1,1,,1,35,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1mQraF8SwIrMLuI,Default Response Set,Anonymous,,,,0,1/20/2017 13:27,1/20/2017 13:30,1,1,1,1,1,0,0,59.283,0,If Professor Smith had not take the pencil the student would have gotten the pencil they needed.,,,14.623,14.623,33.571,1,18,10,1,1,1,,1,1,,2,52,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_5jZiWGg37URqbXr,Default Response Set,Anonymous,,,,0,1/20/2017 13:26,1/20/2017 13:30,1,1,1,1,1,0,0,70.548,0,,,A machine is used to dispense pencils and erasers. One feature of the machine does not work properly. When a teacher uses the machine it runs out of pencils which a student subsequently needs.,5.307,5.307,77.102,1,,0,0,1,1,1,1,1,,1,29,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2uOPOjIwoyJoXV7,Default Response Set,Anonymous,,,,0,1/20/2017 13:27,1/20/2017 13:31,1,1,1,1,1,0,0,56.895,0,,,There is a vending machine that dispenses pencils and erasers. If you want an eraser a broken pencil usually comes out with it. Two people went up and took the last two pencils. Someone else comes up after that to get a pencil.,7.663,7.663,69.861,1,,0,,1,1,,1,1,,1,29,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1Fz9Fs3p9KOVq57,Default Response Set,Anonymous,,,,0,1/20/2017 13:27,1/20/2017 13:32,1,1,1,1,1,0,0,94.283,0,,,Vending machine to get pencils black and red for pencils white for erasers machine got empty and was out of pencils when a student needed one for a test.,13.436,13.436,128.144,1,,0,,1,,,1,,,2,54,2,,,,1,,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2w5cFHUr9UG1oQ8,Default Response Set,Anonymous,,,,0,1/20/2017 13:29,1/20/2017 13:32,1,1,1,1,1,0,0,47.109,0,,there are a couple of options.  the red lever could have produced nothing.  or the red lever could have produced an eraser. or the red lever could have produced both or frozen up instead,,32.872,32.872,100.11,1,17,0,0,,1,,,,1,1,44,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_cAX9ctlYLqO7T8t,Default Response Set,Anonymous,,,,0,1/20/2017 13:33,1/20/2017 13:35,1,1,1,1,1,0,0,43.077,0,,"the red lever might have malfunctioned and there would still be a pencil left in the machine, although it may not have been successful. he might have then pulled the black or white lever, which may have given a pencil or a broken pencil and eraser",,7.458,7.458,58.586,1,17,0,0,1,1,,1,,,2,33,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2CesTu6ksv5TwxG,Default Response Set,Anonymous,,,,0,1/20/2017 13:34,1/20/2017 13:37,1,1,1,1,1,0,0,24.735,0,,,there was a shortage of pencils. The shoratage was a big deal to the student because of a test,5.435,26.139,54.811,5,,54,17,1,,,1,,,1,35,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1dErdaG3DHGBq3M,Default Response Set,Anonymous,,,,0,1/20/2017 13:35,1/20/2017 13:39,1,1,1,1,1,3.163,4.868,5.288,2,,If the red lever had not released a pencil the student would be in trouble. The student might fail the class just because of that.,,2.142,63.593,65.135,4,18,40,24,1,,,1,1,,1,29,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_TaUMtSECA20JNpD,Default Response Set,Anonymous,,,,0,1/20/2017 13:36,1/20/2017 13:39,1,1,1,1,1,0,0,42.671,0,"professor smith could have used a pencil that he already had or gotten one from somewhere else. had he not taken a pencil from the machine, there would have been one available for the student who likely needed it a lot more. ",,,15.327,15.327,53.967,1,18,9,10,1,1,1,1,,,2,31,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1DVdoXWiJJ45cy2,Default Response Set,Anonymous,,,,0,1/20/2017 13:38,1/20/2017 13:41,1,1,1,1,1,0,0,36.651,0,,"If the red lever would not have functioned correctly, it might have given an eraser instead of a pencil. If this was the case, there would still be one pencil left for the student to have for the test. ",,25.881,25.881,69.054,1,18,0,100,1,1,,1,1,,2,26,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_D0r6cFMGmO50KVX,Default Response Set,Anonymous,,,,0,1/20/2017 13:38,1/20/2017 13:42,1,1,1,1,1,0,0,77.646,0,"Hi might not have taken a pencil if he didn't really need one, or was able to see only two were left and decided to find a pencil elsewhere because he wanted the machine to have something in it for someone that had a true emergency.",,,16.612,90.626,92.307,4,18,0,0,1,1,,1,1,,2,44,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_10oQnaIPIdMKQYk,Default Response Set,Anonymous,,,,0,1/20/2017 13:35,1/20/2017 13:42,1,1,1,1,1,10.846,13.604,42.813,5,,,A philosophy department bought a pencil/eraser vending machine for students who need them. The vending machine ran out of pencils and left a student who needed one for a test without one.,9.792,150.442,169.169,8,,0,0,1,1,1,1,1,1,1,24,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2vbMzWKWyieQ8RI,Default Response Set,Anonymous,,,,0,1/20/2017 13:40,1/20/2017 13:44,1,1,1,1,1,0,0,55.502,0,,,So the red lever provides an eraser and the black lever provides a pencil. The white lever almost always malfunctions and produces a eraser and pencil but breaks the pencil in the process. Two professors need pencils and erasers so they push the black and red levers respectively. A student needs a pencil for a test but the professors unknowingly took the last two pencils available. ,0.978,36.226,124.644,4,,9,10,1,1,,1,1,,1,22,2,,1,,,,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2tFnVustoMnJcYw,Default Response Set,Anonymous,,,,0,1/20/2017 13:42,1/20/2017 13:46,1,1,1,1,1,0,0,58.435,0,,"If both levers could not be pulled at the same exact time. Perhaps it would cause a system to jam and then only one pencil would be produced. So the pencil from the black lever came, but because the red lever didn't function correctly the pencil for that lever did not come. The person would then have to pull it again.",,17.105,17.105,130.67,1,16,2,82,1,1,,1,,,2,27,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2ccS8JbDqeqMvIm,Default Response Set,Anonymous,,,,0,1/20/2017 13:42,1/20/2017 13:46,1,1,1,1,1,0,0,40.757,0,,,"Professor Smith and an administrative assistant in the Philosophy Department both went and got pencils out the office supply vending machine.  These were the last two pencils in the machine, so there wasn't one for a student who came in after needing one.",3.072,3.072,65.745,1,,50,0,1,1,,1,1,,2,29,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_YSb2IenTFF7hzy1,Default Response Set,Anonymous,,,,0,1/20/2017 13:43,1/20/2017 13:50,1,1,1,1,1,30.191,30.191,230.971,1,,"While pushed at the same time as the black it could have blocked the red lever. If the red lever had malfunctioned, then the student could have gotten a pencil. ",,45.967,45.967,120.208,1,17,30,0,1,1,,1,1,,2,47,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_OIq9OKZFG0pSzIZ,Default Response Set,Anonymous,,,,0,1/20/2017 13:49,1/20/2017 13:51,1,1,1,1,1,0,0,56.219,0,"he could have simply shared a pencil with the other teacher, or he could have pulled on the wrong lever and gotten the broken pencil. if he had not taken the pencil, the other student that actually needed the pencil would have gotten it.",,,4.047,5.587,41.602,2,18,70,0,1,1,1,1,,,2,27,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2TvGeTNOEowI2VY,Default Response Set,Anonymous,,,,0,1/20/2017 13:49,1/20/2017 13:53,1,1,1,1,1,0,0,29.274,0,,,It was about a University that bought a vending machine to provide office supplies. The white lever always malfunctions and a professor went to get a pencil along with an administrative assistant. They both pulled a lever and got the last two pencils.  A student goes to the machine after to get a pencil for a test and there are no more pencils left which lead to a big problem.,3.085,118.914,139.924,2,,82,0,1,,1,1,1,,2,34,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2rU6tZLhYQ1FgB7,Default Response Set,Anonymous,,,,0,1/20/2017 13:55,1/20/2017 13:58,1,1,1,1,1,6.585,6.585,63.651,1,"If he hadn't taken a pencil, then a student could have taken it.  But it's only one pencil, so it's not a big deal.  The school should just have more pencils.",,,2.212,2.212,54.13,1,18,2,0,1,1,,1,1,,1,38,2,,1,,,,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3r2Ju7HQV9iQbSk,Default Response Set,Anonymous,,,,0,1/20/2017 13:56,1/20/2017 14:00,1,1,1,1,1,0,0,36.474,0,,"If they had pulled the white lever instead the last pencil would have broken, and then no pencil would come out when the red lever was pulled.",,30.586,30.586,111.898,1,16,30,20,1,1,,1,1,,2,35,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1JDxgvdAlhj4sEg,Default Response Set,Anonymous,,,,0,1/20/2017 13:56,1/20/2017 14:00,1,1,1,1,1,0,0,90.364,0,,"The red lever could have malfunctioned and became stuck when pulled.  This problem would lead to not only one pencil not being dispensed, but future pencils being dispensed until the lever was repaired",,15.254,40.334,70.385,3,16,0,0,1,1,,1,1,,2,51,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1ISLpghpNxiXJoK,Default Response Set,Anonymous,,,,0,1/20/2017 13:57,1/20/2017 14:03,1,1,1,1,1,0,0,133.123,0,,"The pencil could have jammed if someone pulled the red lever at the same time as the black lever. Also, the red level could have broken right off the machine, preventing anyone from getting a pencil in the first place. ",,6.501,6.501,88.064,1,16,5,3,1,1,,1,1,,2,26,2,,,,1,,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1GTCNlGC8PeCBJy,Default Response Set,Anonymous,,,,0,1/20/2017 14:00,1/20/2017 14:03,1,1,1,1,1,0,0,47.706,0,"Professor Smith did what he was told he could do. He's in the clear. A student taking a test, however, had better show up to the test with a pen or pencil. That student is in the wrong.",,,14.516,14.516,60.052,1,18,0,0,1,1,,1,1,,1,38,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2fE8dXt2svMawtq,Default Response Set,Anonymous,,,,0,1/20/2017 13:55,1/20/2017 14:04,1,1,1,1,1,99.248,112.079,124.092,2,"If professor Smith had not taken a pencil from the vending machine, then one pencil would be left at the vending machine.Then the student can use this pencil. It is also possible that Professor Smith and an administrative assistant took one pencil and brake it in half. Then each of them will have (half of )  pencil and one pencil would be left at the vending machine. ",,,113.247,311.34,313.431,8,19,11,6,1,1,,1,1,,1,48,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1DYkCeR61wc9Cyu,Default Response Set,Anonymous,,,,0,1/20/2017 14:04,1/20/2017 14:09,1,1,1,1,1,0,0,57.608,0,"I suppose he could have used the white lever, gotten a broken pencil, and shared it with his assistant, thereby leaving the last pencil for the student. ",,,17.196,57.483,121.717,2,19,49,57,1,1,,1,1,,2,36,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_262RXb79nZ7noez,Default Response Set,Anonymous,,,,0,1/20/2017 14:00,1/20/2017 14:11,1,1,1,1,1,2.859,5.065,6.791,3,,,"Pencils are often needed by students who are taking tests, but there are usually plenty of pencils and erasers in the vending machine, so both the administrative assistants and the professors are allowed to take pencils and erasers from the vending machine.  /  / One morning, Professor Smith and an administrative assistant both go to the vending machine and pull a lever at the same time. The administrative assistant wanted a pencil, so he pulled the black lever. Professor Smith also wanted a pencil and so he pulled the red lever. Both levers worked like they were supposed to, and they both got a pencil from the vending machine. /  / These were the last two pencils in the vending machine. /  / Not long after, a student desperately needs a pencil for a test, but when she goes to the vending machine, there are no more pencils.",3.94,124.271,124.681,9,,10,10,1,1,,1,1,,2,21,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_8GrJ5aGQf7AZfEJ,Default Response Set,Anonymous,,,,0,1/20/2017 14:05,1/20/2017 14:12,1,1,1,1,1,0,0,294.841,0,"Professor Smith should have been informed of the malfunction of the vending machine.  Should he have known about the malfunction, there would not have been a complication.  ",,,13.65,13.65,52.963,1,17,58,56,1,,1,1,,,1,,,,,,,,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_22x1W6HkCGeexjm,Default Response Set,Anonymous,,,,0,1/20/2017 14:05,1/20/2017 14:14,1,1,1,1,1,50.835,50.835,118.913,1,"The professor is always held at a higher standard and he should've been prepared in the first place, but it happens to everyone. He needed The pencil and the machine is there for that exact purpose so he's not at fault. the student should've also been prepared prior to class and the unfortunate circumstance lies in his mistake. the student is ultimately at fault and shouldn't complain to anyone but himself. right place, wrong time.",,,46.66,252.979,256.504,7,18,0,0,1,1,,1,1,,1,33,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3PaYREwxqzAQPbC,Default Response Set,Anonymous,,,,0,1/20/2017 14:15,1/20/2017 14:18,1,1,1,1,1,2.066,3.435,14.009,2,,,a broken dispenser causes pencils to run out of the vending machine.  it causes pencils to be dispensed on accident and it breaks them which means eventually pencils run out and kids can't get them.,45.476,45.476,84.597,1,,13,30,1,1,,1,1,,1,31,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2hEJT16P1W0fhVT,Default Response Set,Anonymous,,,,0,1/20/2017 14:18,1/20/2017 14:24,1,1,1,1,1,0,0,114.396,0,,,"At this school or institution, certain supplies were placed into vending machines to help keep tabs on the amount of supplies used. The vending machine has multiple levers to pull, but the white lever sometimes provides defective results by breaking pencils. Professors and teaching assistants are told that they are allowed to use the machines as well. /  / In one scenario, a professor and a teaching assistant both go to the vending machine for a pencil. They both pull their respective levers at the same time and each received a pencil. Those were the last two pencils in the machine, which meant that a student who showed up at the vending machine later and desperately needed a pencil was unable to get one.",9.356,199.48,207.588,9,,0,0,1,,,1,1,,2,42,2,,1,,,,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_PMAC0mA19PYyx7b,Default Response Set,Anonymous,,,,0,1/20/2017 14:21,1/20/2017 14:24,1,1,1,1,1,0,0,38.204,0,"If he had not taken a pencil, there would have been a pencil for the student who needed one. However, it is possible that someone came after Professor Smith and pulled the white lever, which would have ended up with the result that the student would still not have had a pencil.",,,14.592,14.592,68.59,1,18,0,0,1,1,,1,1,,1,36,,,1,,,,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1ImHtKaJg1nLOot,Default Response Set,Anonymous,,,,0,1/20/2017 14:20,1/20/2017 14:26,1,1,1,1,1,0,0,105.043,0,,"The white lever, by dispensing both a pencil and eraser, depleted the stock so the red lever could not release a pencil.  Or the red lever's connection was broken, so it could not operate the machine and dispense a pencil.",,27.141,27.141,134.425,1,16,0,67,1,1,,1,1,,1,63,2,,1,,,,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3rGqOGWU3qDMYqn,Default Response Set,Anonymous,,,,0,1/20/2017 14:23,1/20/2017 14:26,1,1,1,1,1,0,0,48.205,0,"If Professor Smith had not taken the pencil, there would still be one pencil left in the vending machine. This pencil would be available to the student who comes along in search of a pencil before their test, which would avert the serious problem.",,,15.635,15.635,79.439,1,19,19,1,1,1,,1,1,,1,19,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_12QCoYCTjaKJ2w7,Default Response Set,Anonymous,,,,0,1/20/2017 14:28,1/20/2017 14:31,1,1,1,1,1,70.533,70.533,72.097,1,,,"Red and black levers were used to get pencils. Everyone went to get them, but when a student arrived and tried to get a much-needed pencil, the machine was out.",1.411,1.411,48.283,1,,81,59,1,1,,1,1,,2,56,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_UYj5omOUbNbAzn3,Default Response Set,Anonymous,,,,0,1/20/2017 14:28,1/20/2017 14:32,1,1,1,1,1,66.101,66.101,67.323,1,,If the red lever had not produced a pencil the professor would of assumed they were out and perhaps it would have worked for the student but perhaps it wouldn't of worked either and would have had the same result. ,,11.679,11.679,90.803,1,17,0,0,1,1,,1,1,,2,34,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3r2NMRlNQB9vcop,Default Response Set,Anonymous,,,,0,1/20/2017 14:28,1/20/2017 14:32,1,1,1,1,1,0,0,51.642,0,,"I think that if the red lever did not function to produce a pencil, it would mean that either the machine was out of pencils completely or that someone earlier pulled the white lever and got a broken pencil as well as an eraser. If the red lever did not produce a pencil, then it was time for a restocking of the machine since it was only the white lever that malfunctioned - the machine was empty. ",,1.616,78.591,149.053,3,16,50,50,1,1,,1,1,,1,47,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3PHn3b1rWfULc8o,Default Response Set,Anonymous,,,,0,1/20/2017 14:29,1/20/2017 14:32,1,1,1,1,1,0,0,77.885,0,,,Professor smith pulled the red lever to get a pencil and the assistant pulled the black lever to get a pencil. Nobody mentioned that the white lever used for erasers frequently malfunctions and produces both an eraser and a pencil. A student needed a pencil for a test but the vending machine was out.,4.66,4.66,82.316,1,,30,20,1,1,,1,1,,2,36,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_11iK1E6dZRLfG2w,Default Response Set,Anonymous,,,,0,1/20/2017 14:30,1/20/2017 14:33,1,1,1,1,1,0,0,33.749,0,,"The professor would have had to get a pencil from another place somehow, and the student would have still had a chance to obtain a pencil from the machine. It would have solved one problem, yet caused another. The red level is now malfunctioning.",,1.191,1.679,45.313,2,17,0,0,1,1,,1,1,,1,22,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
