StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Conform_time_First Click,Conform_time_Last Click,Conform_time_Page Submit,Conform_time_Click Count,ProfManip,LeverManip,control,altTime_First Click,altTime_Last Click,altTime_Page Submit,altTime_Click Count,AgentCause,ObjectCause,control1,control2,Sex,Age,Eth,Race,FL_36_DO,FL_38_DO,FL_42_DO,Manipulation_DO
1/31/2019 15:44,1/31/2019 15:50,IP Address,,100,367,TRUE,1/31/2019 15:50,R_31Xd9UtsicyOv5q,,,,,,,anonymous,EN,Yes,1.039,93.366,99.063,10,"this is kind of silly. If you need a pencil you get one. If it runs, get the supplies to add more",,,6.861,7.724,65.316,3,,The black lever,The white lever,Professor Smith,Male,69,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:39,1/31/2019 15:50,IP Address,,100,687,TRUE,1/31/2019 15:50,R_3D2rrsytVhFHuNS,,,,,,,anonymous,EN,Yes,0,0,229.798,0,"I don't think things could have gone differently. He needed a pencil. If he didn't take a pencil, the student would've got it.",,,118.287,118.287,145.506,1,,The black lever,"The red lever,The black lever",Professor Smith,Female,29,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:48,1/31/2019 15:50,IP Address,,100,160,TRUE,1/31/2019 15:50,R_ZEMnqk226CX9d4d,,,,,,,anonymous,EN,Yes,57.244,60.524,60.831,5,,If the machine had been out of pencils earlier then the red lever would not have produced a pencil.,,26.31,26.31,50.98,1,,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,42,No,White,,Objectcause,,LeverManip|altTime
1/31/2019 15:47,1/31/2019 15:50,IP Address,,100,196,TRUE,1/31/2019 15:50,R_2B8WzhP6W1daqwy,,,,,,,anonymous,EN,Yes,2.925,44.473,45.035,14,,"There was no mention of the two office staff using the red lever, the story said they pulled the black lever to get their pencils.",,8.576,77.485,77.923,10,"The administrative assistant,Professor Smith",,The black lever,"Professor Smith,The administrative assisstant",Female,43,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:38,1/31/2019 15:50,IP Address,,100,716,TRUE,1/31/2019 15:50,R_1MQXdB8lZbvCf8g,,,,,,,anonymous,EN,Yes,8.156,8.156,8.808,1,,,"The assistant and the professor took the last 2 pencils and now a student is in desperate need of a pencil for a test but there are none left,",5.609,5.634,54.92,2,,The red lever,"The red lever,The white lever","Professor Smith,The administrative assisstant",Male,38,No,White,,,Objectcause,control|altTime
1/31/2019 15:47,1/31/2019 15:51,IP Address,,100,220,TRUE,1/31/2019 15:51,R_rfJdR8tXc4McHW9,,,,,,,anonymous,EN,Yes,0,0,67.232,0,"Professor Smith could have opted to not pull any of the levers and then, most likely, the pencil would have been available for the student. Nevertheless the pencil would have been broken because the white lever causes breakage.",,,1.131,13.249,66.875,2,,The red lever,"The red lever,The black lever,The white lever","Professor Smith,The administrative assisstant",Female,39,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:48,1/31/2019 15:51,IP Address,,100,140,TRUE,1/31/2019 15:51,R_2txLDUrDFCXI994,,,,,,,anonymous,EN,Yes,40.038,40.038,41.309,1,,,A student was in need of a pencil for a test but there were no more pencils in the vending machine and this caused a big problem.  ,4.769,4.769,56.257,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,38,No,White,,,Agentcause,control|altTime
1/31/2019 15:46,1/31/2019 15:51,IP Address,,100,279,TRUE,1/31/2019 15:51,R_2wjBTRKldBlfHI8,,,,,,,anonymous,EN,Yes,0,0,71.394,0,,,"The price of this price is at the faculty, where the device that gives the pens and shreds is in a malfunction. By putting three laces, the machine gives pencils and pencil sharpeners. However, only when the white lever is pulled, it gives a pen that breaks immediately and sharpens. All is for free.",3.825,111.001,113.638,2,,The black lever,"The red lever,The black lever,The white lever","Professor Smith,The administrative assisstant",Male,37,No,White,,,Objectcause,control|altTime
1/31/2019 15:45,1/31/2019 15:51,IP Address,,100,375,TRUE,1/31/2019 15:51,R_3NJmMhbAuVZltQY,,,,,,,anonymous,EN,Yes,0,0,153.6,0,,,"That was a pretty confusing story, but essentially you get pencils and erasers from a machine.  You can use the red black or white levers and the white one malfuntions alot.  Professor smith and someone else both got the last pencil and there were no more for students.",1.2,51.237,51.747,3,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,44,No,White,,,Agentcause,control|altTime
1/31/2019 15:37,1/31/2019 15:51,IP Address,,100,872,TRUE,1/31/2019 15:51,R_3fDF1PMhTJYlava,,,,,,,anonymous,EN,Yes,0,0,181.963,0,"If he had a pencil (or other suitable writing utensil), which would be expected of a Professor, he wouldn't have had to obtain one from the machine.  If he had not taken the pencil, there likely would be one pencil remaining, exactly enough to satisfy the student's need, but on the other hand his behavior (of not opting for a pencil) could have changed the behavior of the assistant---he/she could've either not followed the Professor's behavior of taking a pencil (maybe by taking the time to check his/her pockets for a utensil), or in the opposite case, freeload on pencils (now that no-one is looking).  So there is no guarantee that were to the Professor to avoid taking the pencil, the student would have one available.",,,12.272,12.272,463.178,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,26,No,"White,More than one Race,Unknown/Other",Agentcause,,,ProfManip|altTime
1/31/2019 15:47,1/31/2019 15:51,IP Address,,100,281,TRUE,1/31/2019 15:51,R_u4Z3KOIiNYaVIpb,,,,,,,anonymous,EN,Yes,0,0,58.465,0,,The two people should not have pulled both levers at the same time. I think the biggest issue is they needed to fix the white lever when the issue first arose - continuously breaking pencils caused a shortage and was the reason the student was unable to get one,,5.407,63.409,65.882,5,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,29,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:48,1/31/2019 15:51,IP Address,,100,196,TRUE,1/31/2019 15:51,R_3NQ9jriBJsU1Hg7,,,,,,,anonymous,EN,Yes,9.298,50.222,50.259,9,,,"Both the new professor and an administrative assistant needed pencils from the vending machine. So they pulled the black and red lever to get the two last pencils. Not long after a girl needed a pencil for a test, but the vending machine was out of pencils. ",4.364,4.39,86.501,2,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Male,26,No,White,,,Objectcause,control|altTime
1/31/2019 15:47,1/31/2019 15:51,IP Address,,100,250,TRUE,1/31/2019 15:51,R_3esoCqm3dQsW6g2,,,,,,,anonymous,EN,Yes,0,0,73.305,0,,Something in the machine could have failed causing the red lever not to work. This then could have caused the administration to take a closer look at the machine which could have resulted in the student who needed a pencil so much could have gotten one. ,,39.781,39.781,97.54,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,28,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:47,1/31/2019 15:52,IP Address,,100,267,TRUE,1/31/2019 15:52,R_2QrlbhuRIphNrmM,,,,,,,anonymous,EN,Yes,68.627,68.627,70.208,1,Professor Smith should have brought a red pen.  If he brought a red pen he would not of needed a pencil. Then the student would have got her pencil.,,,22.231,22.231,120.364,1,,The red lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,65,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:50,1/31/2019 15:52,IP Address,,100,126,TRUE,1/31/2019 15:52,R_332Vy5jdiP57hIr,,,,,,,anonymous,EN,Yes,0,0,52.314,0,,"If the red lever had not produced a pencil, one of the professors would not have been able to complete his task.  Also, the student may have been able to get her pencil by choosing a different lever.",,13.476,13.476,43.501,1,,The red lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,33,No,White,,Objectcause,,LeverManip|altTime
1/31/2019 15:50,1/31/2019 15:52,IP Address,,100,119,TRUE,1/31/2019 15:52,R_3qDrF9k2IHxZdqk,,,,,,,anonymous,EN,Yes,0,0,19.935,0,,It may not function because the machine does not have power or is out of stock and if it had not produced a pencil than the student would not be able to obtain a pencil through this method--may need to ask a peer.,,17.855,17.855,47.668,1,,The red lever,"The red lever,The black lever",The student,Female,21,No,White,,Objectcause,,LeverManip|altTime
1/31/2019 15:35,1/31/2019 15:52,IP Address,,100,1006,TRUE,1/31/2019 15:52,R_2786y5r3268WtNX,,,,,,,anonymous,EN,Yes,365.338,397.936,398.476,6,,"In this situation, if both the Professor and the administrative assistant went to go retrieve a pencil from the vending machine; they would have both pulled the black lever and the red lever to each get a pencil. The professor pulled the red lever and received a pencil and the administrative assistant pulled the black lever and got a pencil. Had it gone differently and if the red lever did not work, then the Professor would have more than likely had to wait his turn and to try the black lever, only to find out that the black lever did not dispense any pencils because this was the last one provided for the amount dispensed through operation of the black lever. There would be one more, but that is in the red lever's quantity and since that red lever does not work, that would be inaccessible. This means that the Professor would not be able to get a pencil and the student who needed a pencil later would not be able to get a pencil at all because the black lever does not have any more pencils to dispense, and the red lever does not work. Two people would not have been able to get pencils. The administrative assistant would be the only one to have received a pencil in this situation.",,94.038,463.31,465.239,9,,The red lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,32,Yes,More than one Race,,Objectcause,,LeverManip|altTime
1/31/2019 15:48,1/31/2019 15:52,IP Address,,100,253,TRUE,1/31/2019 15:52,R_1gNMH7ndBu6cXck,,,,,,,anonymous,EN,Yes,0,0,87.488,0,,the red lever could have malfunctioned so the pencil would not have been dispensed so there would be one pencil left for the student to get ,,33.409,33.409,107.878,1,,The red lever,The red lever,Professor Smith,Female,50,No,More than one Race,,Objectcause,,LeverManip|altTime
1/31/2019 15:47,1/31/2019 15:52,IP Address,,100,285,TRUE,1/31/2019 15:52,R_3g7s2vB4mJx7y3w,,,,,,,anonymous,EN,Yes,0,0,69.127,0,If the policy prohibited professors from using the vending machine intended for students there would likely be pencils available for the student who needed one. ,,,19.359,19.359,115.555,1,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,53,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:50,1/31/2019 15:52,IP Address,,100,148,TRUE,1/31/2019 15:52,R_9FuRLVeavasEdd7,,,,,,,anonymous,EN,Yes,0,0,63.348,0,,,The levels work correctly and the last 2 pencils that were in the machine was taken and now a student needs a pencil but there are none,6.665,6.665,44.421,1,,The red lever,The black lever,"Professor Smith,The administrative assisstant",Female,49,No,White,,,Objectcause,control|altTime
1/31/2019 15:47,1/31/2019 15:52,IP Address,,100,289,TRUE,1/31/2019 15:52,R_2wpk7OBGbPCr6Rr,,,,,,,anonymous,EN,Yes,0,0,32.636,0,He should have his own pencils. If he did not take one the student would have gotten it.,,,14.064,14.064,33.13,1,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,62,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:49,1/31/2019 15:52,IP Address,,100,175,TRUE,1/31/2019 15:52,R_1pM5UR6WOdmq8Gs,,,,,,,anonymous,EN,Yes,1.972,1.972,5.229,1,"Had Professor Smith relied on the assistant to just pull the white lever, they might not have gotten pencils as a result. Had Professor Smith not taken the pencil, he would likely go about his day without much difference. ",,,1.711,37.872,111.675,4,Professor Smith,,"The red lever,The white lever","Professor Smith,The administrative assisstant",Male,25,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:46,1/31/2019 15:52,IP Address,,100,403,TRUE,1/31/2019 15:52,R_3NOGnbfXB4A249G,,,,,,,anonymous,EN,Yes,2.204,203.61,212.072,15,,Many different things could have went wrong when pulling the red lever to produce a pencil. That lever could have broke the pencil just like the white lever. The red lever also could have not provided the pencil with the erase causing it to be defective.,,20.603,96.244,129.96,6,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,26,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:47,1/31/2019 15:52,IP Address,,100,307,TRUE,1/31/2019 15:52,R_BK7y3MgC6yAeBbj,,,,,,,anonymous,EN,Yes,0,0,65.457,0,,,"An administrative assistant and a professor both got a pencil from the office supply vending machine. They took the last pencils. A student needed a pencil for a test, but the vending machine was out of pencils.",10.751,10.751,115.757,1,,The red lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,47,No,White,,,Objectcause,control|altTime
1/31/2019 15:47,1/31/2019 15:52,IP Address,,100,340,TRUE,1/31/2019 15:52,R_1i8vj1PXXnr0Y0i,,,,,,,anonymous,EN,Yes,10.147,10.147,17.021,1,If one of the professors would have just borrowed a pencil the student would have a pencil for her important exam.,,,128.254,145.001,194.45,5,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Male,28,,,Objectcause,,,ProfManip|altTime
1/31/2019 15:48,1/31/2019 15:53,IP Address,,100,279,TRUE,1/31/2019 15:53,R_1rNcZBFWaoQ3mrJ,,,,,,,anonymous,EN,Yes,67.198,73.061,74.622,3,"Professor Smith could have realized there were only 2 pencils left, and could have decided to delay pulling the lever until a later time.  Perhaps after all students were done for the day, or he could ask to use the administrative assistant's pencil after he was done.",,,63.404,75.3,156.843,2,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,42,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:50,1/31/2019 15:53,IP Address,,100,176,TRUE,1/31/2019 15:53,R_pMopOxYktj6mQBb,,,,,,,anonymous,EN,Yes,0,0,53.191,0,,IF someone had pulled the white lever and produced an eraser and a broken pencil. One of the profs couldnt get a pencil,,22.342,22.342,75.7,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,40,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:39,1/31/2019 15:53,IP Address,,100,866,TRUE,1/31/2019 15:53,R_2DODZnvNkuB8Qtp,,,,,,,anonymous,EN,Yes,0,0,214.147,0,"If Professor Smith was told that the students are the ones who can primarily use the vending machine, he probably would not have taken a pencil from there and the last student to take one would have gotten one. Also, if he could have just shared pencils with the assistant instead of both of them getting one each, there could have been one more pencil for the student.",,,51.122,486.658,532.239,3,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,28,No,Asian,Agentcause,,,ProfManip|altTime
1/31/2019 15:50,1/31/2019 15:53,IP Address,,100,202,TRUE,1/31/2019 15:53,R_31ugZQoR3d7uoxo,,,,,,,anonymous,EN,Yes,5.169,5.169,24.71,1,The professor could've brought his own pencil. The student desperately needing a pencil would have gotten one.,,,56.772,56.772,91.171,1,,The red lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,50,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:50,1/31/2019 15:53,IP Address,,100,196,TRUE,1/31/2019 15:53,R_12hDCVdM3khygTT,,,,,,,anonymous,EN,Yes,10.5,53.686,54.45,7,,It could have a block so when it is pulled a pencil doesn’t come out.  If a pencil had not come out when the red lever was pulled there would have been a pencil for the student.,,21.651,76.951,77.575,5,,The red lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,41,No,White,,Objectcause,,LeverManip|altTime
1/31/2019 15:49,1/31/2019 15:53,IP Address,,100,276,TRUE,1/31/2019 15:53,R_42z3TZ7cD2s14JP,,,,,,,anonymous,EN,Yes,0,0,84.361,0,,,"So there's a vending machine that gives out pencils and erasers. There is a black lever and a red lever that give out the pencil. There is a white lever that gives out erasers, but malfunctions and gives a broken pencil along with the eraser. Two people go to the vending machine, one pulls red, one pulls black, they get the last two pencils. A student comes up to the vending machine desperately needs a pencil, but the machine just ran out of stock.",5.56,57.919,121.676,2,,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,22,No,White,,,Objectcause,control|altTime
1/31/2019 15:50,1/31/2019 15:53,IP Address,,100,219,TRUE,1/31/2019 15:53,R_2z6MpGAr91fD1jj,,,,,,,anonymous,EN,Yes,0,0,75.598,0,"If he had not taken a pencil then there would have still been one pencil in the machine. If there was one pencil still in the machine, then the student who needed a pencil could have received one. ",,,14.312,14.312,52.772,1,,The black lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,24,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:47,1/31/2019 15:53,IP Address,,100,383,TRUE,1/31/2019 15:53,R_2yg6zDtLo83EA3d,,,,,,,anonymous,EN,Yes,0,0,130.397,0,"If Professor Smith had not taken a pencil, there would have been one left for the student.   However, Professor Smith might be without a pencil.  ",,,20.658,20.658,119.251,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,68,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:52,1/31/2019 15:53,IP Address,,100,95,TRUE,1/31/2019 15:53,R_8D2Zik0meba1PMZ,,,,,,,anonymous,EN,Yes,13.611,13.611,34.861,1,"I think it's absolutely fine. Sure, if he had not taken a pencil there'd be some left.. but that's exactly what they are there for. It's whoever's stocking the machine's fault for not noticing how low it was.",,,4.744,4.744,29.255,1,Professor Smith,,"The red lever,The black lever",Professor Smith,Female,24,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:45,1/31/2019 15:53,IP Address,,100,513,TRUE,1/31/2019 15:53,R_1JCpOtaqxsKF0cs,,,,,,,anonymous,EN,Yes,0,0,135.9,0,,,"A vending machine that has pencils and erasers in it,the red and the black lever gives you a pencils.  they are a white lever that gives you erasers.  ",15.916,105.023,203.231,3,Professor Smith,,The black lever,"Professor Smith,The administrative assisstant",Female,60,No,White,,,Agentcause,control|altTime
1/31/2019 15:49,1/31/2019 15:53,IP Address,,100,281,TRUE,1/31/2019 15:53,R_6hwi8YP38v79KZr,,,,,,,anonymous,EN,Yes,0,0,85.7,0,,,"There is a vending machine that supplies pencils and erasers to administrative assistants and professors.  Red and black levers work but white lever does not.  A professor and administrative assistant took the last two pencils from the vending machine.  When a student went to the machine to retrieve a pencil, there were not any left.",6.711,6.711,108.309,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,51,No,White,,,Agentcause,control|altTime
1/31/2019 15:44,1/31/2019 15:53,IP Address,,100,586,TRUE,1/31/2019 15:53,R_1QLdxqPwXXasdGu,,,,,,,anonymous,EN,Yes,20.683,90.469,181.244,5,,,IN A SMALL UNIVERSITY THERE IS A PENCIL AND ERASER VENDING MACHINE.  THE MACHINES SUFFERED MALFUNCTIONS THAT OCCASIONALLY DESTROYED PENCILS.  THERE ARE USUALLY PLENTY OF PENCILS BUT SINCE ALLOWING PROFESSORS AND ASSISTANTS TO GET PENCILS FROM THE MACHINE THE SUPPLY SEEMS TO HAVE DWINDLED TO THE POINT THAT THE MACHINES HAVE RUN OUT AND STUDENTS CANT GET PENCILS ANYMORE.,13.883,97.019,244.417,2,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,22,No,White,,,Agentcause,control|altTime
1/31/2019 15:48,1/31/2019 15:54,IP Address,,100,321,TRUE,1/31/2019 15:54,R_2Cdq6ubLX5alhuY,,,,,,,anonymous,EN,Yes,3.489,45.945,68.701,3,Professor Smith could have been informed about the malfunction. He may have decided not to take a chance on using the machine.,,,27.374,100.345,101.686,6,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,,,,Agentcause,,,ProfManip|altTime
1/31/2019 15:51,1/31/2019 15:54,IP Address,,100,146,TRUE,1/31/2019 15:54,R_pAeHc95L77BpPnr,,,,,,,anonymous,EN,Yes,1.5,1.5,2.592,1,How could things have gone differently such that Professor Smith would not have taken a pencil from the vending machine? What would have happened if Professor Smith had not taken a pencil?  ,,,0.638,1.341,2.69,4,,The red lever,The black lever,The administrative assisstant,Male,27,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:51,1/31/2019 15:54,IP Address,,100,153,TRUE,1/31/2019 15:54,R_3RsYlKt65tfL5EJ,,,,,,,anonymous,EN,Yes,0,0,56.119,0,,,There is a vending machine that contains pencils and other school supplies. A couple teachers take the last pencil and now the student can't get a pencil for a test.,2.048,2.048,41.98,1,"The administrative assistant,Professor Smith",,"The black lever,The white lever","Professor Smith,The administrative assisstant",Male,30,Yes,"White,More than one Race",,,Agentcause,control|altTime
1/31/2019 15:42,1/31/2019 15:54,IP Address,,100,731,TRUE,1/31/2019 15:54,R_3iEV5xLaZeiBrFe,,,,,,,anonymous,EN,Yes,0,0,130.245,0,He could of asked to borrow a pencil from the other guy who got a pencil first. If he didn't get a pencil then the next student who would go to the vending machine would have gotten a pencil.,,,13.886,13.886,75.459,1,,The red lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,29,No,Black or African American,Objectcause,,,ProfManip|altTime
1/31/2019 15:50,1/31/2019 15:54,IP Address,,100,256,TRUE,1/31/2019 15:54,R_UM7NqBfbxt4zTWN,,,,,,,anonymous,EN,Yes,1.591,60.775,62.632,37,,If the red lever had not produced a pencil both the Prof. and the student would not have a pencil to use. This would be secondary to the fact that the prof. that pulled the black lever got the last pencil in the machine. If they had pulled the white lever then they could have sharpened the pieces of the pencil and still had extra and everyone would have had a useful writing tool.,,1.392,31.827,121.313,27,Professor Smith,,"The red lever,The black lever",Professor Smith,Female,33,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:50,1/31/2019 15:54,IP Address,,100,256,TRUE,1/31/2019 15:54,R_82nDpjgsCWPEJ21,,,,,,,anonymous,EN,Yes,0,0,83.194,0,"If he pulled the white level and it worked appropriately he would have received an eraser and not a pencil.  In this instance when the student needed a pencil, one would have been available.  ",,,33.592,78.051,105.756,4,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Female,38,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:50,1/31/2019 15:54,IP Address,,100,229,TRUE,1/31/2019 15:54,R_3CP1H1uwNwTV8FA,,,,,,,anonymous,EN,Yes,0,0,54.202,0,,If the white lever was pulled one of the pencils would have broken up. If the red lever would have not produced a pencil the student would have had a pencil to complete the exam. ,,19.801,62.092,94.135,2,,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,38,No,Black or African American,,Objectcause,,LeverManip|altTime
1/31/2019 15:49,1/31/2019 15:54,IP Address,,100,275,TRUE,1/31/2019 15:54,R_2scGRTU60dxk2gf,,,,,,,anonymous,EN,Yes,30.51,59.832,62.311,2,,,"There is a vending machine for pencils and erasers. The red and black levers on the machine dispense pencils. The white lever on the machine, which frequently malfunctions, producing a broken pencil and an eraser, is supposed to dispense erasers. A new professor and his assistant got the last two pencils from the machine. A student needed a pencil, but was unable to get one from the machine because the professor and his assistant had gotten the last two.",4.395,4.395,119.471,1,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Male,39,No,White,,,Objectcause,control|altTime
1/31/2019 15:53,1/31/2019 15:55,IP Address,,100,108,TRUE,1/31/2019 15:55,R_3I5C4oZJV6imnRB,,,,,,,anonymous,EN,Yes,0,0,1.43,0,cannot think a lot in this situation ,,,4.769,14.528,41.696,2,Professor Smith,,"The red lever,The black lever",Professor Smith,Female,61,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:51,1/31/2019 15:55,IP Address,,100,231,TRUE,1/31/2019 15:55,R_2ffYMK5rNkvJZ9f,,,,,,,anonymous,EN,Yes,0,0,71.83,0,"If he had not taken a pencil, then maybe someone else would have taken it anyway before the student.  It doesn't matter who takes pencils, everyone needs them.",,,19.061,19.061,81.16,1,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,61,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:50,1/31/2019 15:55,IP Address,,100,298,TRUE,1/31/2019 15:55,R_28REFbyZu4K0uWt,,,,,,,anonymous,EN,Yes,0,0,71.967,0,,,"The philosophy department of a university has a vending machine for pencils and erasers, and it malfunctions if you try to get an eraser by also giving you a broken pencil. A Professor Smith and an administrative assistant take the last pencils from the machine on a day when a student needs one for a test, so the student doesn't get one.",3.915,3.915,113.642,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,50,No,White,,,Agentcause,control|altTime
1/31/2019 15:52,1/31/2019 15:55,IP Address,,100,200,TRUE,1/31/2019 15:55,R_ykmgh5hOJZvTYQ1,,,,,,,anonymous,EN,Yes,0,0,34.211,0,,,"There's a vending machine in the university that dispenses supplies. A red and black lever that dispense pencils and a white lever that dispenses erasers. The white lever malfunctions a lot and dispenses an eraser and a pencil but breaks the pencil. One day professor smith needs a pencil and was new to the department and was not told about the malfunction. Professor smith and another professor dispense a pencil at the same time. Then a student comes and tries to get a pencil but they are all out, which is bad.",3.148,3.148,102.864,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,25,No,"Asian,White",,,Agentcause,control|altTime
1/31/2019 15:49,1/31/2019 15:55,IP Address,,100,327,TRUE,1/31/2019 15:55,R_7P5xdhSfcbAbWyR,,,,,,,anonymous,EN,Yes,4.134,41.902,100.567,3,,"The Professor might have tried again by pulling the red lever. Either way, I think the pencils would still not be there by the time the student gets there",,6.953,82.097,146.907,2,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,35,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:51,1/31/2019 15:55,IP Address,,100,223,TRUE,1/31/2019 15:55,R_1jPusH3lxLKVgSF,,,,,,,anonymous,EN,Yes,0,0,60.991,0,,,Two professors received the last two pencils in the office supply vending machine at a philosophy department at a small university. A student needed a pencil from the machine but there were none left.,5.932,5.932,78.258,1,,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,35,No,Asian,,,Objectcause,control|altTime
1/31/2019 15:48,1/31/2019 15:55,IP Address,,100,420,TRUE,1/31/2019 15:55,R_w7782ICFJDJGB5T,,,,,,,anonymous,EN,Yes,1.877,90.152,91.181,15,"Professor Smith could have decided not to take a pencil since it was the last one. He could have been more prepared had had multiple pencils on hand. If Professor Smith had not taken a pencil, one of two things would have happened. The student could have the black or red lever, which would have resulted in them getting their pencil. However, if they also wanted they could have pulled the white lever to get both a broken pencil and the eraser. This would still result in all of the pencils being used up. ",,,2.053,187.317,227.778,13,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,25,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:50,1/31/2019 15:55,IP Address,,100,302,TRUE,1/31/2019 15:55,R_scJ4eg3B5zBGVxv,,,,,,,anonymous,EN,Yes,0,0,60.545,0,"Professor Smith could borrow a pencil since he doesn't have to take a test. If he was mindful that there were only 2 left, he could have considered the students' need.",,,38.534,155.608,169.232,6,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,30,,,Agentcause,,,ProfManip|altTime
1/31/2019 15:50,1/31/2019 15:56,IP Address,,100,317,TRUE,1/31/2019 15:56,R_pMH9o67ZRQMk373,,,,,,,anonymous,EN,Yes,53.797,53.797,60.569,1,,,The Philosophy department at a small university installed a vending machine to keep track of office supplies.  If you pull a black or red lever you get a pencil.  Professor Smith and his assistant took the last 2 pencils from the vending machine and when a student who desperately needed a pencil to take a test tried the vending machine the vending machine was empty.,4.757,4.757,160.419,1,,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,55,No,White,,,Objectcause,control|altTime
1/31/2019 15:35,1/31/2019 15:56,IP Address,,100,1239,TRUE,1/31/2019 15:56,R_BJHcR4uzzMZK82B,,,,,,,anonymous,EN,Yes,2.119,17.961,18.258,3,,"If the red lever had malfunctioned and did not produce a pencil from the vending machine like it was suposed to, it could have either not produced anything, or it could have produced an eraser by mistake.",,84.895,170.736,171.03,4,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Female,20,No,White,,Objectcause,,LeverManip|altTime
